Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost
Corporate,Los Angeles,California,Office Supplies,Binders,12.672,2,0.2,4.752,7.920000000000001
Corporate,Los Angeles,California,Technology,Phones,91.96,5,0.2,-20.691,112.651
Corporate,Los Angeles,California,Technology,Accessories,254.97,3,0.0,91.7892,163.1808
Corporate,Los Angeles,California,Technology,Phones,31.984,2,0.2,-7.996,39.980000000000004
Corporate,Los Angeles,California,Furniture,Tables,2887.056,9,0.2,180.441,2706.6150000000002
Corporate,Los Angeles,California,Office Supplies,Paper,12.96,2,0.0,6.2208,6.739200000000001
Corporate,Los Angeles,California,Office Supplies,Paper,47.52,9,0.0,21.384,26.136000000000003
Corporate,Chicago,Illinois,Office Supplies,Labels,11.952,3,0.2,3.8844,8.0676
Consumer,Seattle,Washington,Office Supplies,Paper,4.98,1,0.0,2.3406,2.6394000000000006
Consumer,Beaumont,Texas,Office Supplies,Binders,10.78,5,0.8,-17.248,28.028
Consumer,Beaumont,Texas,Technology,Accessories,119.976,3,0.2,-17.9964,137.9724
Consumer,Chesapeake,Virginia,Office Supplies,Labels,25.06,2,0.0,11.7782,13.281799999999999
Consumer,Chesapeake,Virginia,Furniture,Tables,1652.94,3,0.0,314.0586,1338.8814
Consumer,Dallas,Texas,Furniture,Furnishings,131.376,6,0.6,-95.2476,226.6236
Consumer,Dallas,Texas,Office Supplies,Paper,5.344,1,0.2,1.8704,3.4736000000000002
Home Office,Seattle,Washington,Furniture,Chairs,2003.92,5,0.2,125.245,1878.6750000000002
Home Office,Seattle,Washington,Office Supplies,Paper,32.4,5,0.0,15.552,16.848
Home Office,Seattle,Washington,Furniture,Tables,1913.4,9,0.0,401.814,1511.586
Home Office,Seattle,Washington,Office Supplies,Storage,146.73,3,0.0,2.9346,143.7954
Home Office,Seattle,Washington,Office Supplies,Paper,114.2,5,0.0,52.532,61.668000000000006
Consumer,Minneapolis,Minnesota,Furniture,Chairs,2567.84,8,0.0,770.352,1797.4880000000003
Consumer,Springfield,Ohio,Technology,Accessories,37.056,4,0.2,8.8008,28.255199999999995
Consumer,Springfield,Ohio,Technology,Phones,259.896,2,0.4,-56.3108,316.20680000000004
Consumer,Los Angeles,California,Office Supplies,Paper,19.05,3,0.0,8.763,10.287
Consumer,Los Angeles,California,Office Supplies,Binders,73.344,3,0.2,27.504,45.83999999999999
Corporate,Columbus,Georgia,Technology,Phones,95.68,8,0.0,26.7904,68.8896
Corporate,Columbus,Georgia,Office Supplies,Paper,50.96,7,0.0,24.4608,26.499200000000002
Corporate,Columbus,Georgia,Office Supplies,Art,113.94,3,0.0,34.182,79.758
Corporate,Columbus,Georgia,Office Supplies,Paper,25.92,4,0.0,12.4416,13.478400000000002
Corporate,Columbus,Georgia,Furniture,Furnishings,20.32,4,0.0,6.9088,13.411200000000001
Corporate,Columbus,Georgia,Technology,Phones,411.98,2,0.0,119.4742,292.5058
Corporate,Columbus,Georgia,Office Supplies,Supplies,34.48,2,0.0,9.9992,24.480799999999995
Corporate,Columbus,Georgia,Office Supplies,Paper,244.55,5,0.0,114.9385,129.6115
Consumer,Lakewood,Ohio,Office Supplies,Binders,10.782,3,0.7,-7.9068,18.6888
Consumer,Naperville,Illinois,Furniture,Chairs,602.651,7,0.3,-163.5767,766.2276999999999
Consumer,Naperville,Illinois,Office Supplies,Binders,7.656,6,0.8,-13.0152,20.6712
Home Office,New York City,New York,Technology,Accessories,559.93,7,0.0,167.979,391.9509999999999
Corporate,Huntington Beach,California,Technology,Copiers,2399.96,5,0.2,839.986,1559.9740000000002
Corporate,Chicago,Illinois,Office Supplies,Fasteners,16.0,4,0.2,5.6,10.4
Corporate,Chicago,Illinois,Office Supplies,Appliances,5.588,2,0.8,-15.0876,20.6756
Corporate,Chicago,Illinois,Office Supplies,Storage,235.92,5,0.2,-44.235,280.155
Corporate,Brentwood,California,Office Supplies,Storage,10.68,1,0.0,2.8836,7.7964
Corporate,Trenton,Michigan,Office Supplies,Binders,41.28,2,0.0,19.8144,21.465600000000002
Consumer,Seattle,Washington,Technology,Phones,1001.584,2,0.2,125.198,876.386
Corporate,North Charleston,South Carolina,Furniture,Furnishings,14.76,2,0.0,4.2804,10.4796
Consumer,Columbus,Ohio,Office Supplies,Binders,2.502,3,0.7,-2.0016,4.5036
Consumer,Seattle,Washington,Furniture,Bookcases,115.96,2,0.0,25.5112,90.44879999999999
Consumer,San Francisco,California,Office Supplies,Storage,186.54,3,0.0,50.3658,136.17419999999998
Corporate,Los Angeles,California,Technology,Accessories,159.56,4,0.0,59.0372,100.5228
Consumer,West Palm Beach,Florida,Technology,Phones,55.984,2,0.2,4.1988,51.7852
Consumer,Chicago,Illinois,Office Supplies,Storage,132.16,1,0.2,9.912,122.24799999999999
Consumer,Chicago,Illinois,Office Supplies,Binders,17.904,6,0.8,-31.332,49.236000000000004
Consumer,Chicago,Illinois,Office Supplies,Paper,124.032,4,0.2,44.9616,79.0704
Corporate,Sacramento,California,Furniture,Chairs,1403.92,5,0.2,70.196,1333.7240000000002
Consumer,Seattle,Washington,Office Supplies,Supplies,28.8,3,0.0,0.864,27.936
Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,24.588,2,0.7,-18.0312,42.6192
Consumer,Santa Barbara,California,Office Supplies,Appliances,356.79,7,0.0,99.9012,256.8888
Home Office,New York City,New York,Office Supplies,Envelopes,16.98,1,0.0,8.49,8.49
Consumer,Auburn,Alabama,Office Supplies,Labels,491.55,5,0.0,240.8595,250.69050000000001
Consumer,Auburn,Alabama,Office Supplies,Envelopes,7.38,2,0.0,3.3948,3.9852
Consumer,New York City,New York,Office Supplies,Paper,23.66,7,0.0,10.8836,12.7764
Consumer,New York City,New York,Furniture,Bookcases,681.408,12,0.2,42.588,638.82
Consumer,Los Angeles,California,Office Supplies,Labels,18.9,3,0.0,8.694,10.205999999999998
Consumer,San Francisco,California,Office Supplies,Storage,93.68,4,0.0,25.2936,68.38640000000001
Consumer,San Francisco,California,Office Supplies,Labels,21.93,3,0.0,10.3071,11.6229
Consumer,San Francisco,California,Technology,Phones,862.344,7,0.2,97.0137,765.3303000000001
Consumer,San Francisco,California,Office Supplies,Paper,19.98,1,0.0,9.3906,10.589400000000001
Consumer,Philadelphia,Pennsylvania,Technology,Phones,13.494,1,0.4,-2.249,15.743
Consumer,Philadelphia,Pennsylvania,Technology,Phones,23.988,2,0.4,-13.993,37.981
Consumer,Philadelphia,Pennsylvania,Furniture,Furnishings,31.984,2,0.2,1.1994,30.7846
Consumer,Philadelphia,Pennsylvania,Office Supplies,Art,41.584,2,0.2,4.6782,36.9058
Corporate,El Paso,Texas,Technology,Accessories,95.976,3,0.2,-10.7973,106.7733
Home Office,Chicago,Illinois,Furniture,Furnishings,84.272,2,0.6,-75.8448,160.1168
Consumer,El Paso,Texas,Office Supplies,Paper,36.544,2,0.2,11.8768,24.667199999999998
Consumer,Seattle,Washington,Technology,Accessories,479.72,4,0.0,52.7692,426.9508
Corporate,New York City,New York,Office Supplies,Binders,102.368,2,0.2,37.1084,65.25959999999999
Corporate,New York City,New York,Office Supplies,Supplies,28.4,5,0.0,8.236,20.163999999999998
Corporate,New York City,New York,Office Supplies,Storage,713.88,4,0.0,214.164,499.716
Corporate,New York City,New York,Office Supplies,Paper,68.52,3,0.0,31.5192,37.0008
Consumer,Los Angeles,California,Technology,Phones,623.96,5,0.2,38.9975,584.9625000000001
Corporate,Newark,Delaware,Office Supplies,Binders,11.12,4,0.0,5.4488,5.671199999999999
Consumer,New York City,New York,Furniture,Bookcases,523.92,5,0.2,-26.196,550.116
Home Office,Roseville,California,Office Supplies,Fasteners,2.48,2,0.0,1.1656,1.3144
Consumer,Aurora,Illinois,Office Supplies,Storage,221.024,2,0.2,-55.256,276.28
Consumer,Aurora,Illinois,Furniture,Chairs,128.058,3,0.3,-23.7822,151.84019999999998
Home Office,New York City,New York,Office Supplies,Binders,58.408,7,0.2,18.2525,40.1555
Home Office,New York City,New York,Furniture,Tables,79.974,3,0.4,-29.3238,109.2978
Corporate,Dallas,Texas,Technology,Machines,479.988,2,0.4,55.9986,423.9894
Consumer,Los Angeles,California,Office Supplies,Binders,11.808,3,0.2,4.1328,7.6752
Consumer,Los Angeles,California,Office Supplies,Binders,53.568,4,0.2,19.4184,34.1496
Consumer,Los Angeles,California,Technology,Phones,503.96,5,0.2,50.396,453.56399999999996
Corporate,Los Angeles,California,Office Supplies,Envelopes,21.34,2,0.0,9.8164,11.5236
Consumer,Columbus,Georgia,Office Supplies,Binders,36.4,5,0.0,17.108,19.291999999999998
Consumer,Columbus,Georgia,Furniture,Furnishings,51.75,1,0.0,15.525,36.225
Home Office,San Francisco,California,Office Supplies,Storage,15.51,1,0.0,4.3428,11.1672
Home Office,San Francisco,California,Office Supplies,Paper,146.82,3,0.0,73.41,73.41
Home Office,San Francisco,California,Office Supplies,Paper,12.96,2,0.0,6.2208,6.739200000000001
Home Office,Riverside,California,Office Supplies,Art,7.8,3,0.0,2.106,5.694
Corporate,Columbia,South Carolina,Office Supplies,Envelopes,10.2,5,0.0,4.794,5.406
Corporate,Columbia,South Carolina,Office Supplies,Art,22.32,3,0.0,5.58,16.740000000000002
Corporate,Columbia,South Carolina,Office Supplies,Binders,24.1,5,0.0,11.086,13.014000000000001
Corporate,Columbia,South Carolina,Technology,Accessories,75.98,2,0.0,18.2352,57.744800000000005
Corporate,Columbia,South Carolina,Office Supplies,Binders,6.46,2,0.0,3.1654,3.2946
Corporate,Columbia,South Carolina,Office Supplies,Paper,60.12,9,0.0,28.8576,31.262399999999996
Corporate,New York City,New York,Technology,Phones,824.97,3,0.0,214.4922,610.4778
Consumer,Longview,Washington,Furniture,Furnishings,24.85,5,0.0,7.7035,17.146500000000003
Consumer,Phoenix,Arizona,Office Supplies,Storage,12.624,2,0.2,-2.5248,15.148800000000001
Consumer,Phoenix,Arizona,Technology,Accessories,89.584,2,0.2,4.4792,85.1048
Consumer,Phoenix,Arizona,Technology,Phones,471.92,2,0.2,29.495,442.425
Consumer,Phoenix,Arizona,Office Supplies,Binders,18.18,4,0.7,-13.938,32.118
Consumer,Houston,Texas,Office Supplies,Art,31.744,2,0.2,8.3328,23.4112
Corporate,Gilbert,Arizona,Office Supplies,Labels,5.904,2,0.2,1.9926,3.9114
Corporate,Gilbert,Arizona,Furniture,Furnishings,621.76,4,0.2,46.632,575.128
Consumer,Jonesboro,Arkansas,Technology,Phones,59.98,2,0.0,17.994,41.986
Consumer,Atlanta,Georgia,Office Supplies,Paper,48.87,9,0.0,23.9463,24.923699999999997
Consumer,Los Angeles,California,Office Supplies,Paper,154.9,5,0.0,69.705,85.19500000000001
Corporate,New York City,New York,Office Supplies,Fasteners,5.92,4,0.0,2.8416,3.0784
Corporate,New York City,New York,Office Supplies,Paper,30.18,3,0.0,13.8828,16.2972
Consumer,Detroit,Michigan,Office Supplies,Binders,24.1,5,0.0,11.086,13.014000000000001
Consumer,Detroit,Michigan,Technology,Phones,8.78,1,0.0,2.2828,6.497199999999999
Consumer,Detroit,Michigan,Office Supplies,Appliances,376.74,4,0.1,71.162,305.578
Consumer,Detroit,Michigan,Office Supplies,Binders,29.52,4,0.0,14.4648,15.0552
Consumer,Detroit,Michigan,Office Supplies,Art,11.96,2,0.0,2.99,8.97
Consumer,Detroit,Michigan,Office Supplies,Binders,26.4,5,0.0,12.672,13.727999999999998
Corporate,Fort Lauderdale,Florida,Office Supplies,Appliances,1158.12,5,0.2,130.2885,1027.8314999999998
Consumer,Abilene,Texas,Office Supplies,Appliances,1.392,2,0.8,-3.7584,5.150399999999999
Consumer,Hampton,Virginia,Office Supplies,Appliances,44.43,3,0.0,18.6606,25.7694
Consumer,Hampton,Virginia,Technology,Phones,226.2,5,0.0,58.812,167.38799999999998
Consumer,Hampton,Virginia,Furniture,Furnishings,186.54,3,0.0,41.0388,145.50119999999998
Consumer,Hampton,Virginia,Office Supplies,Art,265.86,7,0.0,79.758,186.10200000000003
Consumer,Hampton,Virginia,Office Supplies,Art,27.9,5,0.0,6.975,20.924999999999997
Corporate,Las Vegas,Nevada,Office Supplies,Appliances,31.08,4,0.0,8.3916,22.688399999999998
Corporate,Rockford,Illinois,Office Supplies,Binders,13.84,4,0.8,-22.144,35.983999999999995
Corporate,Rockford,Illinois,Office Supplies,Paper,175.872,4,0.2,63.7536,112.11840000000001
Home Office,Laguna Niguel,California,Office Supplies,Paper,12.96,2,0.0,6.3504,6.609600000000001
Corporate,Louisville,Kentucky,Office Supplies,Appliances,208.44,3,0.0,62.532,145.90800000000002
Corporate,Louisville,Kentucky,Office Supplies,Supplies,25.76,2,0.0,0.7728,24.9872
Home Office,Normal,Illinois,Furniture,Chairs,366.744,4,0.3,-110.0232,476.7672
Corporate,Los Angeles,California,Furniture,Furnishings,289.24,7,0.0,26.0316,263.2084
Corporate,Los Angeles,California,Office Supplies,Binders,69.456,2,0.2,22.5732,46.8828
Corporate,Port Arthur,Texas,Office Supplies,Paper,5.184,1,0.2,1.8144,3.3696
Consumer,New York City,New York,Furniture,Chairs,205.164,2,0.1,13.6776,191.48639999999997
Corporate,Chicago,Illinois,Furniture,Furnishings,8.544,2,0.6,-7.476,16.02
Corporate,Springfield,Ohio,Office Supplies,Binders,12.828,2,0.7,-8.9796,21.8076
Corporate,Springfield,Ohio,Furniture,Chairs,598.458,3,0.3,-42.747,641.2049999999999
Corporate,Springfield,Ohio,Furniture,Furnishings,25.984,1,0.2,-3.8976,29.881600000000002
Consumer,New York City,New York,Office Supplies,Binders,17.96,5,0.2,5.837,12.123000000000001
Consumer,New York City,New York,Office Supplies,Supplies,5.04,2,0.0,0.1512,4.8888
Consumer,New York City,New York,Office Supplies,Appliances,208.16,1,0.0,56.2032,151.9568
Home Office,Salinas,California,Furniture,Bookcases,148.257,3,0.15,15.6978,132.5592
Corporate,Richmond,Kentucky,Office Supplies,Appliances,146.76,3,0.0,38.1576,108.60239999999999
Corporate,Richmond,Kentucky,Technology,Accessories,32.96,2,0.0,14.1728,18.7872
Corporate,Richmond,Kentucky,Technology,Phones,587.97,3,0.0,164.6316,423.33840000000004
Corporate,Richmond,Kentucky,Office Supplies,Paper,14.94,3,0.0,7.0218,7.9182
Consumer,New York City,New York,Office Supplies,Labels,25.83,7,0.0,12.1401,13.689899999999998
Consumer,Denver,Colorado,Office Supplies,Paper,15.552,3,0.2,5.4432,10.108799999999999
Consumer,Denver,Colorado,Office Supplies,Supplies,6.8,1,0.2,0.51,6.29
Consumer,Denver,Colorado,Furniture,Furnishings,4.224,3,0.2,1.2672,2.9568000000000003
Consumer,Denver,Colorado,Technology,Phones,143.64,9,0.2,10.773,132.867
Consumer,Denver,Colorado,Office Supplies,Paper,31.104,6,0.2,10.8864,20.217599999999997
Consumer,Denver,Colorado,Office Supplies,Paper,223.056,9,0.2,69.705,153.351
Corporate,New York City,New York,Technology,Phones,227.46,6,0.0,65.9634,161.4966
Corporate,New York City,New York,Office Supplies,Binders,46.24,4,0.2,15.606,30.634
Consumer,New York City,New York,Office Supplies,Labels,5.22,2,0.0,2.4012,2.8188
Consumer,Fremont,Nebraska,Office Supplies,Paper,33.9,5,0.0,15.594,18.305999999999997
Corporate,New York City,New York,Office Supplies,Storage,28.14,3,0.0,7.8792,20.2608
Corporate,New York City,New York,Technology,Accessories,36.0,2,0.0,6.48,29.52
Corporate,New York City,New York,Office Supplies,Art,92.94,3,0.0,25.0938,67.8462
Corporate,New York City,New York,Furniture,Chairs,245.646,3,0.1,8.1882,237.4578
Corporate,New York City,New York,Office Supplies,Binders,55.008,3,0.2,17.19,37.818
Corporate,New York City,New York,Office Supplies,Binders,35.232,3,0.2,11.4504,23.781599999999997
Corporate,San Diego,California,Furniture,Chairs,523.392,3,0.2,52.3392,471.05280000000005
Consumer,Lakeland,Florida,Technology,Copiers,479.984,2,0.2,89.997,389.98699999999997
Consumer,Smyrna,Georgia,Office Supplies,Paper,12.96,2,0.0,6.2208,6.739200000000001
Consumer,Smyrna,Georgia,Office Supplies,Art,17.94,3,0.0,6.4584,11.4816
Consumer,New York City,New York,Office Supplies,Storage,166.72,2,0.0,41.68,125.03999999999999
Consumer,New York City,New York,Office Supplies,Binders,24.816,3,0.2,8.3754,16.440599999999996
Consumer,New York City,New York,Furniture,Furnishings,124.36,2,0.0,27.3592,97.0008
Consumer,Philadelphia,Pennsylvania,Technology,Copiers,599.97,5,0.4,69.9965,529.9735000000001
Consumer,Philadelphia,Pennsylvania,Furniture,Chairs,198.744,4,0.3,-14.196,212.94
Consumer,Philadelphia,Pennsylvania,Office Supplies,Supplies,9.184,2,0.2,1.148,8.036
Corporate,Dallas,Texas,Office Supplies,Paper,9.248,2,0.2,3.3524,5.8956
Home Office,Concord,California,Furniture,Tables,99.592,1,0.2,2.4898,97.1022
Home Office,Concord,California,Technology,Accessories,399.96,4,0.0,139.986,259.974
Consumer,Nashville,Tennessee,Office Supplies,Paper,15.552,3,0.2,5.4432,10.108799999999999
Home Office,Aurora,Colorado,Office Supplies,Art,14.576,2,0.2,2.3686,12.2074
Consumer,Anaheim,California,Office Supplies,Binders,209.6,5,0.2,68.12,141.48
Consumer,Anaheim,California,Office Supplies,Art,23.32,2,0.0,6.0632,17.2568
Consumer,Anaheim,California,Office Supplies,Paper,30.98,1,0.0,13.941,17.039
Consumer,Anaheim,California,Technology,Accessories,119.96,4,0.0,25.1916,94.76839999999999
Consumer,Anaheim,California,Furniture,Chairs,363.92,5,0.2,-31.843,395.76300000000003
Consumer,Anaheim,California,Office Supplies,Binders,35.808,3,0.2,11.19,24.618000000000002
Consumer,Anaheim,California,Office Supplies,Binders,122.688,9,0.2,39.8736,82.8144
Consumer,Anaheim,California,Furniture,Tables,892.136,7,0.2,111.517,780.6189999999999
Consumer,Anaheim,California,Office Supplies,Storage,50.22,3,0.0,2.0088,48.2112
Consumer,Anaheim,California,Office Supplies,Appliances,83.42,2,0.0,24.1918,59.2282
Consumer,Anaheim,California,Office Supplies,Binders,5.872,2,0.2,2.1286,3.7434
Corporate,Pleasant Grove,Utah,Office Supplies,Binders,12.144,3,0.2,4.0986,8.0454
Consumer,Springfield,Oregon,Office Supplies,Envelopes,27.792,3,0.2,10.422,17.37
Home Office,Salem,Oregon,Office Supplies,Supplies,6.208,2,0.2,0.6984,5.5096
Consumer,Rochester,New York,Office Supplies,Appliances,32.67,3,0.0,8.4942,24.175800000000002
Corporate,Los Angeles,California,Office Supplies,Storage,1261.33,7,0.0,327.9458,933.3842
Home Office,Los Angeles,California,Office Supplies,Paper,38.88,6,0.0,18.6624,20.2176
Corporate,Dallas,Texas,Office Supplies,Binders,1.964,2,0.8,-3.2406,5.2046
Corporate,Dallas,Texas,Office Supplies,Paper,82.656,9,0.2,30.996,51.66000000000001
Consumer,Fresno,California,Office Supplies,Paper,5.98,1,0.0,2.691,3.2890000000000006
Home Office,Chicago,Illinois,Office Supplies,Paper,9.248,2,0.2,3.3524,5.8956
Consumer,Mcallen,Texas,Office Supplies,Art,4.448,2,0.2,0.3336,4.114400000000001
Consumer,Mcallen,Texas,Office Supplies,Paper,5.184,1,0.2,1.8144,3.3696
Consumer,Mcallen,Texas,Office Supplies,Art,175.92,5,0.2,15.393,160.527
Consumer,Mcallen,Texas,Office Supplies,Binders,4.752,4,0.8,-8.316,13.068000000000001
Consumer,Mcallen,Texas,Office Supplies,Supplies,13.344,2,0.2,1.0008,12.3432
Consumer,Seattle,Washington,Office Supplies,Envelopes,54.9,5,0.0,26.901,27.999
Consumer,Charlotte,North Carolina,Office Supplies,Binders,22.911,7,0.7,-17.5651,40.4761
Consumer,Charlotte,North Carolina,Office Supplies,Appliances,309.456,9,0.2,34.8138,274.6422
Consumer,Charlotte,North Carolina,Office Supplies,Art,19.456,4,0.2,3.4048,16.0512
Consumer,Charlotte,North Carolina,Furniture,Tables,472.518,3,0.4,-149.6307,622.1487
Consumer,Charlotte,North Carolina,Technology,Accessories,1012.68,3,0.2,303.804,708.876
Consumer,Charlotte,North Carolina,Office Supplies,Binders,17.22,5,0.7,-12.628,29.848
Corporate,Concord,California,Office Supplies,Art,3.52,2,0.0,1.6896,1.8304
Corporate,Concord,California,Technology,Phones,1626.192,9,0.2,121.9644,1504.2276
Corporate,Chester,Pennsylvania,Office Supplies,Binders,8.595,5,0.7,-6.303,14.898
Corporate,Chester,Pennsylvania,Office Supplies,Supplies,190.896,2,0.2,-42.9516,233.8476
Consumer,Los Angeles,California,Office Supplies,Storage,99.87,3,0.0,23.9688,75.9012
Consumer,Sparks,Nevada,Office Supplies,Art,79.36,4,0.0,23.808,55.552
Corporate,Los Angeles,California,Technology,Phones,119.96,1,0.2,7.4975,112.46249999999999
Consumer,Henderson,Kentucky,Office Supplies,Paper,106.32,3,0.0,49.9704,56.349599999999995
Consumer,Henderson,Kentucky,Office Supplies,Appliances,163.44,3,0.0,45.7632,117.6768
Consumer,Henderson,Kentucky,Office Supplies,Art,42.76,2,0.0,11.1176,31.6424
Consumer,Henderson,Kentucky,Office Supplies,Paper,51.55,5,0.0,24.2285,27.321499999999997
Consumer,Decatur,Illinois,Technology,Accessories,479.952,6,0.2,89.991,389.961
Consumer,New York City,New York,Office Supplies,Binders,146.688,6,0.2,55.008,91.67999999999998
Consumer,New York City,New York,Office Supplies,Binders,276.784,2,0.2,89.9548,186.8292
Consumer,New York City,New York,Office Supplies,Binders,25.32,5,0.2,9.1785,16.1415
Consumer,New York City,New York,Office Supplies,Paper,318.96,9,0.0,149.9112,169.04879999999997
Consumer,New York City,New York,Office Supplies,Paper,212.64,6,0.0,99.9408,112.69919999999999
Consumer,Scottsdale,Arizona,Office Supplies,Envelopes,23.472,3,0.2,8.802,14.670000000000002
Corporate,Amarillo,Texas,Office Supplies,Paper,19.648,2,0.2,6.6312,13.0168
Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,6.57,3,0.7,-5.037,11.607
Consumer,Santa Ana,California,Office Supplies,Storage,421.1,2,0.0,105.275,315.82500000000005
Corporate,Newark,Ohio,Furniture,Chairs,760.116,6,0.3,-43.4352,803.5512
Corporate,Newark,Ohio,Furniture,Furnishings,38.784,3,0.2,7.272,31.512
Corporate,Newark,Ohio,Technology,Accessories,122.328,9,0.2,1.5291,120.7989
Consumer,New York City,New York,Technology,Phones,25.98,2,0.0,0.7794,25.2006
Consumer,New York City,New York,Office Supplies,Art,3.28,2,0.0,1.476,1.8039999999999998
Consumer,New York City,New York,Office Supplies,Storage,459.88,4,0.0,13.7964,446.0836
Consumer,New York City,New York,Office Supplies,Supplies,7.76,2,0.0,2.2504,5.5096
Consumer,New York City,New York,Office Supplies,Art,71.96,2,0.0,17.99,53.97
Consumer,New York City,New York,Office Supplies,Supplies,54.9,5,0.0,15.372,39.528
Consumer,New York City,New York,Office Supplies,Binders,9.28,2,0.2,3.248,6.031999999999999
Corporate,Henderson,Nevada,Furniture,Tables,1685.88,6,0.0,320.3172,1365.5628000000002
Corporate,Henderson,Nevada,Office Supplies,Binders,5.728,2,0.2,2.0048,3.7232
Consumer,Seattle,Washington,Office Supplies,Paper,61.96,2,0.0,27.882,34.078
Consumer,Seattle,Washington,Office Supplies,Binders,1.344,1,0.2,0.4704,0.8736000000000002
Corporate,New York City,New York,Office Supplies,Paper,17.94,3,0.0,8.7906,9.149400000000002
Corporate,Seattle,Washington,Office Supplies,Binders,13.904,2,0.2,4.5188,9.385200000000001
Corporate,Smyrna,Tennessee,Office Supplies,Binders,67.194,1,0.7,-51.5154,118.7094
Consumer,Seattle,Washington,Office Supplies,Paper,41.86,7,0.0,18.837,23.023
Consumer,Seattle,Washington,Furniture,Bookcases,141.96,2,0.0,41.1684,100.79160000000002
Corporate,New York City,New York,Furniture,Furnishings,10.02,3,0.0,4.4088,5.611199999999999
Corporate,New York City,New York,Office Supplies,Paper,144.12,3,0.0,69.1776,74.9424
Consumer,Atlanta,Georgia,Office Supplies,Paper,17.94,3,0.0,8.7906,9.149400000000002
Consumer,Atlanta,Georgia,Office Supplies,Art,13.89,3,0.0,4.5837,9.3063
Consumer,Newark,Delaware,Office Supplies,Paper,16.45,5,0.0,7.567,8.883
Consumer,Newark,Delaware,Furniture,Furnishings,19.92,4,0.0,6.5736,13.346400000000003
Consumer,Nashville,Tennessee,Technology,Accessories,35.168,4,0.2,8.3524,26.8156
Consumer,Nashville,Tennessee,Office Supplies,Paper,123.088,7,0.2,40.0036,83.08439999999999
Home Office,Richmond,Indiana,Furniture,Tables,257.94,3,0.0,67.0644,190.8756
Home Office,Richmond,Indiana,Technology,Phones,1879.96,4,0.0,545.1884,1334.7716
Home Office,Richmond,Indiana,Furniture,Furnishings,27.46,2,0.0,9.8856,17.5744
Home Office,Richmond,Indiana,Technology,Phones,89.98,2,0.0,43.1904,46.78960000000001
Home Office,Richmond,Indiana,Furniture,Chairs,828.6,3,0.0,240.294,588.306
Consumer,Miami,Florida,Office Supplies,Binders,7.23,5,0.7,-5.784,13.014
Consumer,Miami,Florida,Office Supplies,Storage,17.44,2,0.2,1.308,16.132
Consumer,Miami,Florida,Office Supplies,Binders,62.88,4,0.7,-50.304,113.184
Consumer,Miami,Florida,Furniture,Bookcases,290.352,3,0.2,-36.294,326.64599999999996
Consumer,Saint Charles,Missouri,Technology,Accessories,113.52,4,0.0,46.5432,66.9768
Consumer,Saint Charles,Missouri,Furniture,Furnishings,135.3,5,0.0,37.884,97.41600000000001
Home Office,Virginia Beach,Virginia,Furniture,Furnishings,111.15,5,0.0,48.906,62.24400000000001
Home Office,Philadelphia,Pennsylvania,Technology,Phones,776.85,5,0.4,-181.265,958.115
Home Office,Philadelphia,Pennsylvania,Office Supplies,Binders,12.294,1,0.7,-8.6058,20.8998
Home Office,Philadelphia,Pennsylvania,Furniture,Tables,154.764,3,0.4,-46.4292,201.19320000000002
Home Office,Philadelphia,Pennsylvania,Office Supplies,Storage,43.28,1,0.2,3.246,40.034
Consumer,Long Beach,New York,Office Supplies,Paper,92.94,3,0.0,41.823,51.117
Consumer,Long Beach,New York,Office Supplies,Appliances,52.56,3,0.0,18.396,34.164
Consumer,Houston,Texas,Technology,Phones,971.88,3,0.2,109.3365,862.5435
Home Office,Tuscaloosa,Alabama,Furniture,Chairs,141.96,2,0.0,35.49,106.47
Consumer,Mesa,Arizona,Furniture,Tables,182.55,2,0.5,-135.087,317.637
Corporate,Jacksonville,North Carolina,Office Supplies,Paper,88.768,2,0.2,31.0688,57.699200000000005
Consumer,Chicago,Illinois,Office Supplies,Appliances,53.088,7,0.8,-108.8304,161.9184
Consumer,Columbus,Georgia,Furniture,Furnishings,275.88,6,0.0,46.8996,228.9804
Consumer,Columbus,Georgia,Office Supplies,Binders,157.9,5,0.0,74.213,83.68700000000001
Consumer,Orange,New Jersey,Office Supplies,Labels,4.91,1,0.0,2.4059,2.5041
Consumer,Los Angeles,California,Office Supplies,Storage,87.92,4,0.0,0.8792,87.0408
Consumer,Los Angeles,California,Office Supplies,Paper,5.98,1,0.0,2.9302,3.0498000000000003
Home Office,Chicago,Illinois,Technology,Phones,222.384,2,0.2,16.6788,205.7052
Home Office,Chicago,Illinois,Office Supplies,Fasteners,16.0,4,0.2,5.6,10.4
Consumer,Richmond,Virginia,Office Supplies,Paper,21.84,3,0.0,10.92,10.92
Consumer,Richmond,Virginia,Office Supplies,Binders,15.6,5,0.0,7.644,7.9559999999999995
Corporate,Troy,New York,Office Supplies,Envelopes,247.84,8,0.0,121.4416,126.39840000000001
Corporate,Troy,New York,Office Supplies,Binders,9.912,3,0.2,3.3453,6.566700000000001
Consumer,Providence,Rhode Island,Office Supplies,Storage,69.52,2,0.0,17.38,52.14
Consumer,San Francisco,California,Office Supplies,Art,11.52,4,0.0,3.2256,8.2944
